 10647  5  G     Eri    5                                       
 10939     q02   Eri +  4,17,19,22                              
 10939     q01   Eri   21,22                                    
 11502   5 gam01 Ari +  4,17,19,22,23                           
 11502   5 gam02 Ari    1, 2,19                                 
 11502     gam   Ari   10,11,12                                 
 11502     gam01 Ari    5                                       
 11502     gam02 Ari    3                                       
 11502   5 gam   Ari   21                                       
 11503   5 gam02 Ari +  4,17,23                                 
 11503   5 gam01 Ari    1, 2                                    
 11503     gam   Ari   10                                       
 11503     gam01 Ari    3                                       
 11503     gam02 Ari    5                                       
 11763   7       Ari +  2,19,22                                 
 11763   7 RR    Ari   17                                       
 11763     RR    Ari    5                                       
 12111  48 A     Cas +  2,17,22,23                              
 12111  48       Cas    1, 2, 3, 4, 5,14,16,19,21               
 12446 113 alf   Psc +  2,13,16,17,19,21                        
 12446 113 alf02 Psc    4,22                                    
 12446     alf   Psc    3, 5,10                                 
 12446     alf01 Psc   12                                       
 12447 113 alf   Psc +  1, 2,16,21                              
 12447 113 alf01 Psc    4,22,23                                 
 12447     alf   Psc    3, 5,10                                 
 12447     alf01 Psc   10                                       
 12447     alf02 Psc   11,12                                    
 12533  57 gam01 And +  1, 2, 4,17,19,22,23                     
 12533  57 gam02 And   19                                       
 12533  57 gam   And    8,21                                    
 12533     gam   And    5, 9                                    
 12533     gam01 And    3, 5,15                                 
 12534  57 gam02 And +  1, 2, 4,17                              
 12534     ups   And   14                                       
 12534     gam02 And    3, 5,12                                 
 12534     gam   And    5                                       
 13480   6       Tri +  1, 2, 3, 5,10,19,21                     
 13480   6 iot   Tri   17                                       
 13480     iot   Tri   14                                       
 13611  65 ksi01 Cet +  1, 2, 4, 8, 9,16,17,19,22,23            
 13611  65 ksi   Cet   21                                       
 13611     ksi01 Cet    3, 5, 6,14,15                           
 13994   7 chi   Per +  2,17,19,22                              
 13994   7       Per    2, 5,21                                 
 14386  68 omi   Cet +  1, 2,17,19,22,23                        
 14386     omi   Cet    3, 5, 7,21                              
 17504     gam   Hor +  2,17,19                                 
 17504 20  G     Hor    5                                       
 17573  41 c     Ari + 16,17,22,23                              
 17573  41       Ari    1, 2, 3, 4, 5, 6,15,19,21               
 18191  45       Ari +  5, 8,19,21,22                           
 18191  45 rho02 Ari    2                                       
 18191  45 RZ    Ari    9,17                                    
 18191     rho02 Ari    3                                       
 18256  46 rho   Ari +  4,17,19,21,22                           
 18256  46 rho03 Ari    2                                       
 18256     rho03 Ari    3                                       
 18256     rho   Ari    5,14                                    
 18519  48 eps   Ari +  1, 2,16,17,19,21,22                     
 18519     eps   Ari    3, 5,10,12                              
 18519  48 eps01 Ari   22                                       
 18520  48 eps   Ari +  1, 2,16                                 
 18520     eps   Ari    5,12                                    
 18622     the01 Eri +  1, 2, 3, 4, 5,15,16,17,19,22,23         
 18622     the   Eri    6,21                                    
 18622     the02 Eri   16,19                                    
 18784   8 rho01 Eri +  2,17,19,22                              
 18784   8 rho   Eri   21                                       
 18784     rho01 Eri    5, 6, 9                                 
 19832  56       Ari +  2, 4, 5,10,11,12,19,21,22               
 19832  56 SX    Ari   17                                       
 20010     alf   For +  1, 2, 3, 4, 5,16,17,19,21,22,23         
 20010  12       Eri    2,16                                    
 20630  96 kap   Cet +  4, 8,16,17,21,22                        
 20630  96 kap01 Cet    1, 2,19                                 
 20630     kap01 Cet    3                                       
 20630     kap   Cet    5, 9,15                                 
 20663  60       Ari +  2, 5,19,21,22                           
 20663  60 c     Ari   17                                       
 20756  61 tau   Ari +  4,17,21,22                              
 20756  61 tau01 Ari    2,19                                    
 20756     tau   Ari    5, 6,15                                 
 20791  97       Cet +  5, 9,17,19,21,22                        
 20791  97 kap02 Cet    2, 8,19                                 
 20794  82 e     Eri + 19,22                                    
 20794     e     Eri    8,17,21,23                              
 20794  82       Eri    3, 5                                    
 20893  63       Ari +  4, 5,17,19,21,22                        
 20893  63 tau02 Ari    2,19                                    
 20893     tau02 Ari    3                                       
 21933   6 t     Tau +  4,17,19,21,22                           
 21933     t     Tau   10                                       
 21933   6       Tau    2, 5,12                                 
 23441  22       Tau +  2, 3, 4, 5,19,21,22                     
 23441  22 u     Tau   17                                       
 23629  24       Tau + 17,25                                    
 23629     eta   Tau    3,25                                    
 23862  28       Tau +  2, 4, 5, 6,19,22                        
 23862  28 BU    Tau   17,21                                    
 24546  43 A     Per + 17,21,22                                 
 24546  43       Per    2, 3, 4, 5, 7,14,19                     
 24554  32 w     Eri + 21,22                                    
 24554  32       Eri    2, 3, 4, 5,19                           
 24626     i     Eri +  4,17,19,21,22                           
 24626     sig   Eri   17                                       
 25604  37 A01   Tau + 17,21,22,23                              
 25604  37       Tau    1, 2, 3, 4, 5, 8, 9,15,19               
 25680  39 A02   Tau + 17,21,22                                 
 25680  39       Tau    2, 3, 5,16,19                           
 25940  48 c     Per +  4,19,21,22                              
 25940     MX    Per   22                                       
 25940  48       Per    1, 2, 3, 5,15                           
 25940  48 ups   Per   17,23                                    
 26162  43       Tau +  5,15,17,19,21,22                        
 26162  43 ome01 Tau    2,19                                    
 26162     ome01 Tau    3                                       
 26673  52 f     Per + 17,19,21                                 
 26673  52       Per    1, 2, 3, 4, 5,10,14                     
 26846  39 A     Eri + 17,21,22                                 
 26846  39       Eri    1, 2, 3, 4, 5,19                        
 26961     b     Per +  4, 5, 7,14,19,21,22                     
 26961     b01   Per   12,17                                    
 27045  50 ome   Tau +  4,14,17,19,21,22                        
 27045  50 ome02 Tau    1, 2,13,19                              
 27045     ome   Tau    5,12                                    
 27376  41 ups04 Eri +  1, 2,17,19,23                           
 27376  41       Eri    4, 5, 6,10,14,21,22                     
 27376     ups04 Eri   12,22                                    
 27697  61 del   Tau +  4, 8,16,17,21,22,23                     
 27697  61 del01 Tau    1, 2,19                                 
 27697     del01 Tau    3, 7,15                                 
 27697     del   Tau    5, 9                                    
 27819  64       Tau +  4, 5,17,19,21,22                        
 27819  64 del02 Tau    1, 2,19                                 
 27819     del02 Tau    3                                       
 27934  65 kap   Tau +  4,16,17,21,22                           
 27934  65 kap01 Tau    1, 2,19,23                              
 27934     kap   Tau    5                                       
 27934     kap01 Tau    3, 5                                    
 27946  67       Tau +  4, 5,16,17,19,21,22                     
 27946  67 kap02 Tau    2,19                                    
 27962  68       Tau +  4, 5,10,12,13,17,19,21,22               
 27962  68 del03 Tau    1, 2,19,23                              
 27962     del03 Tau    3                                       
 28024  69 ups   Tau +  1, 2, 4,17,19,21,22,23                  
 28024  69 ups01 Tau    2                                       
 28024     ups   Tau    3, 5                                    
 28028  43 d     Eri + 19,21,22                                 
 28028  43       Eri    1, 2, 3, 5,15                           
 28028  43 ups03 Eri   17,19,22,23                              
 28149  72       Tau +  2, 4, 5,17,19,21,22                     
 28149  72 ups02 Tau    2                                       
 29094  58 e     Per + 17,21,22,23                              
 29094  58       Per    1, 2, 3, 4, 5,14,19                     
 29388  90 c01   Tau + 17,22,23                                 
 29388  90       Tau    1, 2, 3, 5,12                           
 29388  90 c     Tau    4,19,21,22                              
 29589  93       Tau +  2, 4, 5,12,19,21,22                     
 29589  93 c02   Tau   17                                       
 29763  94 tau   Tau +  1, 2, 4,14,17,19,21,22,23               
 29763     rho   Tau    5                                       
 29763     tau   Tau    3, 5,15                                 
 30652   1 pi.03 Ori +  1, 2, 4, 8,16,17,19,21,22,23            
 30652   1 pi.04 Ori    2                                       
 30652     pi.03 Ori    3, 5,10,15                              
 30836   3 pi.04 Ori +  1, 2, 4, 8,16,17,19,21,22,23            
 30836   3 pi.01 Ori    2                                       
 30836     pi.04 Ori    3, 5,14,15                              
 31204     iot   Pic +  2,19,21                                 
 31204     iot02 Pic    4,22                                    
 31295   7 pi.01 Ori +  1, 2, 4,17,19,21,22                     
 31295   7 pi.03 Ori    2                                       
 31295     pi.01 Ori    5                                       
 31421   9 omi02 Ori +  1, 2, 4, 8,17,19,22,23                  
 31421     omi02 Ori    3, 5, 9,21                              
 31647   4       Aur +  4, 5,19,21,22                           
 31647   4 ome   Aur    1, 2, 8,17                              
 31647     ome   Aur    3                                       
 32045  64 S     Eri + 17,21,22                                 
 32045  64       Eri    1, 2, 3, 4, 5,19                        
 32068   8 zet   Aur +  1, 2, 4,17,19,21                        
 32068     zet   Aur    3, 5, 7,14,15                           
 32831     gam   Cae +  5,17,21,22                              
 32831     gam01 Cae    1, 2, 3,19                              
 34364  17 AR    Aur +  5,17,21,22                              
 34364  17       Aur    2, 4,11,12,19                           
 34364     AR    Aur   14                                       
 35149  23 m     Ori +  4,17,21,22                              
 35149  23       Ori    1, 2, 5, 6,19                           
 35439  25       Ori +  4, 5, 6,16,17,19,21,22                  
 35439  25 psi01 Ori    1, 2,19                                 
 35497 112 bet   Tau +  1, 2, 4, 8,17,19,21,22,23               
 35497     gam   Aur    2                                       
 35497     bet   Tau    3, 5, 6,10,12,15                        
 35620  24 phi   Aur +  2, 4,17,19,21,22                        
 35620  24 psi   Aur    8                                       
 35620     phi   Aur    3, 5, 9                                 
 35715  30 psi   Ori +  4,17,19,21,22                           
 35715  30 psi02 Ori    1, 2,19                                 
 35715     psi02 Ori    3                                       
 35715     psi   Ori    5,14                                    
 36167  31       Ori +  1, 2, 3, 4,19,21,22                     
 36167  31 CI    Ori    5,17                                    
 36267  32 A     Ori + 17,21,22,23                              
 36267  32       Ori    1, 2, 3, 4, 5,19                        
 36389 119 CE    Tau + 17,21,22,23                              
 36389 119       Tau    1, 2, 3, 5, 8, 9,19                     
 36485  34 del   Ori +  2,21                                    
 36485  34 del02 Ori    4,22                                    
 36485     del   Ori    3, 5, 6,12                              
 36486  34 del   Ori +  1, 2, 8,17,19,21,23                     
 36486  34 del01 Ori    4,22                                    
 36486     del   Ori    3, 5, 6, 7,14,15                        
 36861  39 lam   Ori +  1, 2,16,17,19,21,23                     
 36861  39 lam01 Ori    4                                       
 36861     lam   Ori    3, 5, 6, 7,10                           
 36862  39 lam   Ori +  2,21                                    
 36862  39 lam02 Ori    4,22                                    
 36862     lam   Ori    3, 5, 6, 7                              
 37020  41 the01 Ori +  2, 4,19,21                              
 37020     the01 Ori    3, 5,14                                 
 37020     the   Ori    6                                       
 37297  28       Dor +  5,14                                    
 37297     G     Dor   17                                       
 37742  50 zet   Ori +  1, 2, 8,16,17,19,21,23                  
 37742  50 zet01 Ori    4,22                                    
 37742     zet   Ori    3, 5, 6, 7                              
 38656  29 tau   Aur +  1, 2, 4,17,19,21,22,23                  
 38656     tau   Aur    3, 5, 8, 9                              
 39220  31       Cam +  2, 4,12,19,21,22                        
 39220  31 TU    Cam    5,17                                    
 39220     TU    Cam    3,14                                    
 39283  30 ksi   Aur +  1, 2, 4,17,19,21,22                     
 39283  32       Cam    2                                       
 39283     ksi   Aur    5,15                                    
 39587  54 chi01 Ori +  1, 2, 4, 8,17,19,21                     
 39587     chi01 Ori    3, 5, 9                                 
 42543   6 BU    Gem +  8, 9,17,22                              
 42543     BU    Gem   21                                       
 42543   6       Gem    2, 3, 5,19                              
 43232   5 gam   Mon +  1, 2, 8,17,19,21,22,23                  
 43232     alf   Mon    2                                       
 43232     gam   Mon    3, 5, 9                                 
 44762     del   Col +  1, 2, 3, 5,14,17,19                     
 44762   3       CMa   17                                       
 44762   3 del   Col   21,22                                    
 44769   8 eps   Mon +  1, 2,17,19                              
 44769   8       Mon    5,15,21                                 
 44769   8 eps01 Mon    4,22,23                                 
 44769     eps01 Mon   14                                       
 44769     eps   Mon    3                                       
 44770   8 eps   Mon + 19                                       
 44770   8       Mon    5,21                                    
 44770   8 eps02 Mon    4,22                                    
 44770     eps   Mon    3                                       
 45412  48 RT    Aur +  5,17,21,22                              
 45412  48       Aur    2, 3, 4,19                              
 45412     RT    Aur    5, 7,10                                 
 45542  18 nu.   Gem +  1, 2, 4,13,17,19,21,22,23               
 45542     gam   Gem   14                                       
 45542     nu.   Gem    3, 5, 6,15                              
 45572     G     Pup + 17,19,21,22                              
 45572  15 G.    Pup   12                                       
 47105  24 gam   Gem +  1, 2, 4, 8,14,17,19,21,22,23            
 47105  24 phi   Gem   17                                       
 47105     gam   Gem    3, 5, 6,10,12,15                        
 47839  15 S     Mon + 17,21,22                                 
 47839  15       Mon    1, 2, 3, 4, 5, 6, 7, 8,19               
 47973     Y     Pup +  2,17                                    
 47973     V     Pup    2                                       
 49591     x     Pup +  4,17,19,22                              
 49591     kap   Pup   21,22                                    
 50037  60       Aur +  2, 5,17,19,21,22                        
 50037     psi08 Aur    2                                       
 50635  38 e     Gem +  4,17,19,21,22                           
 50635  38       Gem    1, 2, 5,12,16                           
 50707  15       CMa +  1, 2, 4, 5,17,19,21,22                  
 50707  15 pi.01 CMa    2                                       
 50973  16       Lyn +  1, 2, 3, 5,16,17,19,21                  
 50973     psi10 Aur    4,19,22                                 
 51055  17       CMa +  2,17,19,21,22                           
 51055  17 pi.02 CMa    2                                       
 51199  19 pi.   CMa +  1, 2, 4,16,17,19,21,22                  
 51199  19 pi.03 CMa    2                                       
 51199     pi.   CMa    3, 5                                    
 51557     iot   Vol +  2, 4, 5,15,17,19,22                     
 51557     tau   Vol   21,22                                    
 53704     C     Pup +  4,17,19,21,22                           
 53704  59 G.    Pup   12                                       
 53811     H     Pup +  4,17,19,21,22                           
 53811  61 G.    Pup   12                                       
 55383  51       Gem +  1, 2, 3, 5,15,19,21,22                  
 55383  51 BQ    Gem   17                                       
 55719     E     Pup +  4,17,19,21,22                           
 55719  70 G.    Pup   11,12                                    
 55864     gam01 Vol +  2, 3, 5,17,19,22                        
 55864     gam   Vol   21                                       
 55865     gam02 Vol +  1, 2, 3, 5,15,16,17,19,22,23            
 55865     gam   Vol   21                                       
 55892     I     Pup +  4,17,19,21,22,23                        
 55892  71       Pup    5                                       
 55892  71 G.    Pup   12                                       
 56022     L01   Pup +  4,17,19,21,22                           
 56022  72 G.    Pup   11,12                                    
 57060  29 UW    CMa +  5,17,21,22                              
 57060  29       CMa    1, 2, 4, 5, 7,19                        
 57060  29 UV    CMa   14                                       
 57150     v01   Pup +  4,21,22                                 
 57150     ups01 Pup   17                                       
 57219     v02   Pup +  4,19,21,22                              
 57219     ups02 Pup   12,17                                    
 57727  57 A     Gem + 17,21,22                                 
 57727  57       Gem    2, 3, 4, 5,19                           
 58350  31 eta   CMa +  1, 2, 8,17,19,21,23                     
 58350  31 eta01 CMa    4,22                                    
 58350     eta   CMa    5, 6,15                                 
 59037  64       Gem +  2, 3, 4, 5,19,21,22                     
 59037  64 b01   Gem   17                                       
 59148  65 b     Gem +  4,19,21,22                              
 59148  65       Gem    2, 3, 5                                 
 59148  65 b02   Gem   17                                       
 59635     y     Pup +  4,19,21,22                              
 59635     y01   Pup   17                                       
 59635  98 G.    Pup   12                                       
 60178  66 alf   Gem +  1, 2, 4,13,17,21                        
 60178     alf01 Gem    5,14                                    
 60178  66 alf01 Gem   22,23                                    
 60178  66 alf02 Gem   23                                       
 60178     alf   Gem    3, 5,10,12,15                           
 60178     YY    Gem    7                                       
 60179  66 alf   Gem +  1, 2, 4,17,19,21                        
 60179     alf02 Gem    5,14                                    
 60179     gam   Gem    5                                       
 60179     YY    Gem    7, 9                                    
 60179     alf   Gem    3, 5,10,12                              
 60606     z     Pup +  4,17,19,22                              
 60606     Z     Pup   21,22                                    
 61429     m     Pup +  2, 4,17,19,21,22                        
 61429     pi.   Pup    2                                       
 61555     kap01 Pup +  2,17,22                                 
 61555     k     Pup    2,21,22                                 
 61555     kap   Pup   16,23                                    
 61555     kap02 Pup   22                                       
 61556     kap02 Pup +  2,17                                    
 61556     k02   Pup    2                                       
 61556     kap   Pup   16,23                                    
 61641     e     Pup + 17                                       
 61641 138 G.    Pup   12                                       
 61715     y03   Pup + 17                                       
 61715 142 G     Pup    5                                       
 61831     d01   Pup + 17,21,22                                 
 61831     n01   Pup    4,19,22                                 
 61935  26 alf   Mon +  1, 2, 4, 8,17,19,21,22,23               
 61935     gam   Mon    2                                       
 61935     alf   Mon    3, 5,15                                 
 62623   3 l     Pup +  4,19,21,22                              
 62623   3       Pup    1, 2, 3, 5,17,23                        
 62623   1       Pup   10                                       
 62623  13       Pup   14                                       
 63032     c     Pup +  2,17,19,21,22,23                        
 63032     b     Pup    2                                       
 64145  83 phi   Gem +  1, 2, 4,17,19,21,22                     
 64145     psi   Gem   15                                       
 64145     phi   Gem    5                                       
 64440     a     Pup + 19,21,22                                 
 64440     alf   Pup   17,22,23                                 
 64440     A     Pup    5,14                                    
 64503     b     Pup +  2, 4,16,17,19,21,22,23                  
 64503     a     Pup    2                                       
 64760     J     Pup +  2, 4,17,19,21,22,23                     
 64760     R     Pup    2                                       
 65228  11 j     Pup +  2, 4,19,21,22                           
 65228     e     Pup   22                                       
 65228  11       Pup    1, 2, 3, 5                              
 65228  11 e     Pup    2,17,23                                 
 65714   2 ome   Cnc + 17,21,22                                 
 65714   2 ome01 Cnc    2,19                                    
 65714     ome   Cnc    5,15                                    
 65856   4       Cnc +  4, 5,17,19,21,22                        
 65856   4 ome02 Cnc    2,19                                    
 66216     chi   Gem +  1, 2, 3, 4, 5, 9,15,17,19,21,22         
 66216   6       Cnc    2                                       
 66591     D     Car + 21,22                                    
 66591     D01   Car   17                                       
 66875   9       Cnc +  5,17,19,21,22                           
 66875   9 mu.01 Cnc    2,19                                    
 67228  10 mu.   Cnc +  4, 8,17,19,21,22                        
 67228  10 mu.02 Cnc    2,19                                    
 67228     mu.02 Cnc    3                                       
 67228     mu.   Cnc    5, 9                                    
 67523  15 rho   Pup +  1, 2, 4,13,17,19,21,22                  
 67523     iot   Pup    2                                       
 67523     rho   Pup    3, 5,10,12,15                           
 67767  14 psi   Cnc +  2,17,19,21,22                           
 67767  14 psi02 Cnc    2                                       
 67767     psi   Cnc    3, 5                                    
 68243     gam01 Vel +  1, 2,17,23                              
 68243     ups01 Vel   14                                       
 68243     gam   Vel    6                                       
 68256  16 zet02 Cnc + 17                                       
 68256  16 zet01 Cnc    2                                       
 68256     zet02 Cnc    3, 5                                    
 68257  16 zet01 Cnc +  2,17,19                                 
 68257  16 zet   Cnc   21,22                                    
 68257  16 zet02 Cnc   19                                       
 68257     zet01 Cnc    3, 5                                    
 68273     gam02 Vel +  1, 2, 3, 7,17,19,23                     
 68273     gam   Vel    5, 6,15,19,21                           
 68273     ups02 Vel   14                                       
 68273     gam01 Vel   22                                       
 68351  15       Cnc +  2, 4, 5, 6,10,11,12,14,17,19,21         
 68351     psi   Gem    2                                       
 68351  15 psi   Cnc   22                                       
 68553     h01   Pup + 17,19,21,22,23                           
 68553     NS    Pup    9                                       
 70569  20 d01   Cnc + 17,19,22                                 
 70569  20       Cnc    2, 3, 5,15                              
 70569  20 d     Cnc   21                                       
 71152  24       Cnc +  2, 5,16,17,19,21,22                     
 71152  24 ups01 Cnc    2                                       
 71155     C     Hya +  4, 8,19,22                              
 71155  30       Mon   17,23                                    
 71155  30 C     Hya   21                                       
 71155 3314      Mon   22,23                                    
 71496  28       Cnc +  2, 4, 5,17,19,21,22                     
 71496  28 ups02 Cnc    2                                       
 72037   2 A     UMa + 17,21,22                                 
 72037   2       UMa    2, 3, 4, 5,12,13,19                     
 72041  30 ups01 Cnc +  2, 4,17,19,21,22                        
 72041  30 ups03 Cnc    2                                       
 72041     ups01 Cnc    5                                       
 72108     A     Vel +  5,17,21,22                              
 72108 33  G     Vel    5                                       
 73155     C     Vel + 17,19,21,22                              
 73155     c     Vel    9                                       
 73340     E     Vel + 17                                       
 73340  47 G.    Vel   11,12                                    
 73840   6 a     Hya +  4,19,21,22                              
 73840   6       Hya    1, 2, 3, 5,15,17                        
 74195     omi   Vel +  1, 2, 4, 5,15,17,19,21,22,23            
 74195     o     Vel    2                                       
 74228  45 A01   Cnc + 17,21,22                                 
 74228  45       Cnc    2, 4, 5,14,19                           
 74395     F     Hya +  4, 8,17,19,21,22                        
 74395  31       Mon    9,17                                    
 74485  46       Cnc +  2, 3, 5,17,19,21,22                     
 74485  46 sig01 Cnc    2                                       
 74738  48 iot   Cnc +  2,19,21                                 
 74738  48 iot02 Cnc   22                                       
 74738  48 iot01 Cnc    4                                       
 74738     iot   Cnc    3                                       
 74739  48 iot   Cnc +  1, 2, 8,16,19,21,23                     
 74739  48 iot01 Cnc    4,17,22,23                              
 74739     iot   Cnc    3, 5, 9,15                              
 74873  50 A02   Cnc + 17,21,22                                 
 74873  50       Cnc    2, 4, 5,19                              
 75716  53       Cnc +  2, 3, 5,17,19,21,22                     
 75716  53 rho01 Cnc    2                                       
 75732  55 rho01 Cnc +  2,17,19,21,22                           
 75732  55 rho02 Cnc    2                                       
 75732     rho01 Cnc    3, 5                                    
 75959  57       Cnc +  2, 5,19,21,22                           
 75959  57 iot02 Cnc   17                                       
 75959  57 sig02 Cnc    2                                       
 76219  58 rho02 Cnc +  2, 4,17,19,21,22                        
 76219  58 rho03 Cnc    2                                       
 76219     rho02 Cnc    3, 5                                    
 76543  62 omi01 Cnc +  2,13,17,19                              
 76543  62 omi   Cnc    4,21,22                                 
 76543     omi   Cnc    5                                       
 76543     omi01 Cnc   12                                       
 76572  61       Cnc +  2, 4, 5,17,19,21,22                     
 76572  61 sig03 Cnc    2                                       
 76582  63 omi02 Cnc +  2,17,19                                 
 76582  63       Cnc    4, 5,21,22                              
 77258     w     Vel +  4,17,19,21,22,23                        
 77258     W     Vel    5,12,14,16                              
 77350  69 nu.   Cnc +  2, 4,16,17,19,21,22                     
 77350     ups   Cnc   14                                       
 77350     nu.   Cnc    3, 5,10,11,12                           
 77800  11 sig01 UMa +  2, 4,17,19,22                           
 77800  11 sig   UMa   21                                       
 77800     sig01 UMa    3, 5                                    
 79096  81       Cnc +  5,17,19,21,22                           
 79096  81 pi.01 Cnc    2,19                                    
 79096     pi.01 Cnc    3                                       
 79554  82 pi.   Cnc + 17,19,21,22                              
 79554  82 pi.02 Cnc    2,19                                    
 79554     pi.   Cnc    5                                       
 79940     k     Vel +  4,19,21,22                              
 79940     k02   Vel   17                                       
 80586  27 P     Hya +  4,17,21,22                              
 80586  27       Hya    1, 2, 3, 5,19                           
 81420  28       Hya +  2, 5,15,17,19,21,22                     
 81420     A     Hya    2                                       
 81848     I     Vel +  4,19,21,22                              
 81848     J     Vel   17                                       
 82381   6 h     Leo +  4,17,21,22                              
 82381   6       Leo    2, 5, 8, 9,19                           
 82870  33 A     Hya + 17,21,22                                 
 82870  33       Hya    2, 5,19                                 
 82870     A     Hya    2                                       
 83240  10       Leo +  1, 2, 3, 4, 5,16,17,19,21,22            
 83240   1       Sex   16,17                                    
 84461     O     Vel +  4,17,19,21,22                           
 84461 154 G     Vel    5                                       
 85123     ups   Car +  1, 2, 3, 5,17,19,21,23                  
 85123     ups01 Car    4,22                                    
 85503  24 mu.   Leo +  1, 2, 4,17,19,21,22,23                  
 85503     mu.01 Leo    9                                       
 85503     mu.   Leo    3, 5,15                                 
 85503  24 mu.01 Leo    8                                       
 85795  31       UMa +  2, 3, 4, 5,19,21,22                     
 85795  31 SY    UMa   17                                       
 87837  31 A     Leo + 17,21,22,23                              
 87837  31       Leo    1, 2, 4, 5, 9,19                        
 87971     mu.   Cha +  4, 5,17,19,21,22                        
 87971     mu.01 Cha    2                                       
 88960  23       LMi +  2, 4, 5,17,19,22                        
 88960  24       LMi   21                                       
 88981     M     Car + 17,21,22                                 
 88981 184 G.    Car   12                                       
 89484  41 gam01 Leo +  1, 2, 4,17,19,22,23                     
 89484     gam02 Leo   19                                       
 89484  41 gam   Leo    8,16,21                                 
 89484     gam   Leo    9                                       
 89484     gam01 Leo    3, 5                                    
 89485  41 gam02 Leo +  1, 2,17,23                              
 89485     gam   Leo    9                                       
 89485  41 gam   Leo    8,16,21                                 
 89485     gam02 Leo    3, 5                                    
 89688  23       Sex +  2, 5,15,19,21,22                        
 89688  23 RS    Sex   17                                       
 89890     J     Vel +  4,19,21,22                              
 89890     I     Vel   17,22,23                                 
 89890 203 G.    Vel   12                                       
 90264     L     Car + 17,21,22                                 
 90264 191 G.    Car   12                                       
 91130  33       LMi +  2, 4, 5,19,21,22                        
 91130  33 h     LMi   17                                       
 91375     K     Car + 17,21,22                                 
 91375 202 G.    Car   12                                       
 91636  49       Leo +  2, 4,19,21,22                           
 91636  49 TX    Leo    5,14,17                                 
 92214     phi   Hya +  4, 5, 8, 9,14,19,21,22                  
 92214     phi01 Hya   17                                       
 92214     phi03 Hya    1, 2, 3,19                              
 94264  46       LMi +  1, 2, 3, 4, 5, 8, 9,15,16,19,21,22      
 94264  46 omi   LMi   17                                       
 94264  46       UMi    5                                       
 94705  56       Leo +  2, 3, 5,19,21,22                        
 94705  56 VY    Leo    8, 9,17                                 
 95345  58 d     Leo + 17,21,22                                 
 95345  58       Leo    1, 2, 3, 4, 5, 9,15,19                  
 96566     z     Car + 19,21,22                                 
 96566     z01   Car   17                                       
 96919     z02   Car + 17                                       
 96919 261 G.    Car   12                                       
 97411     psi   Crt +  2,12                                    
 97411     phi   Crt   17                                       
100286  17       Crt +  2,17,19,22                              
100286     N     Hya    2,17,21,22                              
100287  17       Crt +  2,17,22                                 
100287     N     Hya    2,17,21,22                              
100733     C01   Cen + 17,19,21,22                              
100733  44 G     Cen    5                                       
100825     C02   Cen +  4,17,19,21,22                           
100825  45 G.    Cen   12                                       
